FIRM,ESTAB,EMP,FIRMDEATH_FIRMS,ESTABS_ENTRY,ESTABS_EXIT,JOB_CREATION,JOB_DESTRUCTION,NET_JOB_CREATION,YEAR,state,STARTUP_RATE,EXIT_RATE,JOB_CREATION_RATE,JOB_DESTRUCTION_RATE,FIRM_DEATH_RATE,STATE_NAME
57037,68115,1057358,5449,8958,7760,183907,224190,-40283,1987,21,13.15,11.39,17.39,21.2,9.55,Kentucky
67063,81533,1181058,9254,10155,13314,210157,278260,-68103,1987,22,12.46,16.33,17.79,23.56,13.8,Louisiana
24773,28450,390950,2163,4557,2986,75199,52156,23043,1987,23,16.02,10.5,19.23,13.34,8.73,Maine
77247,93690,1693297,6744,13670,9825,340949,264984,75965,1987,24,14.59,10.49,20.14,15.65,8.73,Maryland
118132,138594,2765625,10172,19113,14485,484515,436371,48144,1987,25,13.79,10.45,17.52,15.78,8.61,Massachusetts
143508,174792,3167218,12787,22533,18560,532460,495309,37151,1987,26,12.89,10.62,16.81,15.64,8.91,Michigan
78136,93465,1656070,6905,11889,10166,294323,240887,53436,1987,27,12.72,10.88,17.77,14.55,8.84,Minnesota
39010,46731,677981,4061,6168,5934,118247,120922,-2675,1987,28,13.2,12.7,17.44,17.84,10.41,Mississippi
91486,110370,1851610,8801,15259,12805,344812,301699,43113,1987,29,13.83,11.6,18.62,16.29,9.62,Missouri
19030,21791,205445,2098,2987,2967,41500,39453,2047,1987,30,13.71,13.62,20.2,19.2,11.02,Montana
32521,38080,514999,2889,4204,4115,87234,75516,11718,1987,31,11.04,10.81,16.94,14.66,8.88,Nebraska
20243,23521,442455,2122,4196,3158,102448,70069,32379,1987,32,17.84,13.43,23.15,15.84,10.48,Nevada
25689,29066,445881,2272,5175,3151,89891,69242,20649,1987,33,17.8,10.84,20.16,15.53,8.84,New Hampshire
158334,181181,3115104,13787,25413,19411,627549,508890,118659,1987,34,14.03,10.71,20.15,16.34,8.71,New Jersey
26346,30997,392042,2985,4537,4415,83957,78637,5320,1987,35,14.64,14.24,21.42,20.06,11.33,New Mexico
346958,395291,6807155,34119,52241,45835,1252493,1044402,208091,1987,36,13.22,11.6,18.4,15.34,9.83,New York
111871,138015,2424185,10182,19430,14692,430724,339213,91511,1987,37,14.08,10.65,17.77,13.99,9.1,North Carolina
14435,16740,180103,1255,1920,1845,28320,29728,-1408,1987,38,11.47,11.02,15.72,16.51,8.69,North Dakota
169812,213828,3914277,14080,26261,21329,666614,580751,85863,1987,39,12.28,9.97,17.03,14.84,8.29,Ohio
56062,67181,874521,7550,8825,10857,157250,286392,-129142,1987,40,13.14,16.16,17.98,32.75,13.47,Oklahoma
57416,67624,889151,6140,10230,8639,175452,145408,30044,1987,41,15.13,12.78,19.73,16.35,10.69,Oregon
196202,238631,4282508,15869,29823,23353,726366,617604,108762,1987,42,12.5,9.79,16.96,14.42,8.09,Pennsylvania
21227,23648,394282,1778,3376,2419,69781,53640,16141,1987,44,14.28,10.23,17.7,13.6,8.38,Rhode Island
54938,67161,1127505,5170,9784,7528,212585,168945,43640,1987,45,14.57,11.21,18.85,14.98,9.41,South Carolina
15140,17233,194410,1317,2001,1881,33927,27690,6237,1987,46,11.61,10.92,17.45,14.24,8.7,South Dakota
78612,96252,1683070,7642,14024,10976,321525,268359,53166,1987,47,14.57,11.4,19.1,15.94,9.72,Tennessee
277905,352097,5427873,39178,50952,56394,1044167,1263811,-219644,1987,48,14.47,16.02,19.24,23.28,14.1,Texas
26208,31391,498689,2889,4776,4287,100567,90022,10545,1987,49,15.21,13.66,20.17,18.05,11.02,Utah
14485,16132,206860,1168,2508,1618,41002,26302,14700,1987,50,15.55,10.03,19.82,12.71,8.06,Vermont
98309,122729,2116240,8864,18169,12952,413355,304073,109282,1987,51,14.8,10.55,19.53,14.37,9.02,Virginia
89070,105812,1453726,9227,15982,13305,303814,232396,71418,1987,53,15.1,12.57,20.9,15.99,10.36,Washington
27342,32711,447759,2639,4237,3836,76976,75328,1648,1987,54,12.95,11.73,17.19,16.82,9.65,West Virginia
87955,104120,1747779,6958,13552,9954,310789,213393,97396,1987,55,13.02,9.56,17.78,12.21,7.91,Wisconsin
11079,12744,126399,1415,1571,2097,20043,31352,-11309,1987,56,12.33,16.45,15.86,24.8,12.77,Wyoming
62232,76602,1233903,6003,10497,8697,216312,187945,28367,1988,1,13.7,11.35,17.53,15.23,9.65,Alabama
10011,11869,137015,1227,1952,1917,30517,33001,-2484,1988,2,16.45,16.15,22.27,24.09,12.26,Alaska
62096,76540,1196441,7372,12718,10510,260126,225915,34211,1988,4,16.62,13.73,21.74,18.88,11.87,Arizona
40141,47181,704276,4000,6257,5674,124069,106518,17551,1988,5,13.26,12.03,17.62,15.12,9.96,Arkansas
517133,627297,10394671,53282,94159,77099,2192566,1845403,347163,1988,6,15.01,12.29,21.09,17.75,10.3,California
70349,84222,1202152,8662,12782,12211,227886,226123,1763,1988,8,15.18,14.5,18.96,18.81,12.31,Colorado
71838,82984,1535321,5929,11323,8384,265023,238625,26398,1988,9,13.64,10.1,17.26,15.54,8.25,Connecticut
12996,15142,295167,1062,2195,1594,55547,40954,14593,1988,10,14.5,10.53,18.82,13.87,8.17,Delaware
14468,17226,380617,1293,2362,1931,62225,75109,-12884,1988,11,13.71,11.21,16.35,19.73,8.94,District of Columbia
251811,306230,4331799,29760,52665,40443,940078,748525,191553,1988,12,17.2,13.21,21.7,17.28,11.82,Florida
109041,136542,2418399,11071,20807,16068,464617,389056,75561,1988,13,15.24,11.77,19.21,16.09,10.15,Georgia
20489,25106,384353,1808,3508,2638,71936,54292,17644,1988,15,13.97,10.51,18.72,14.13,8.82,Hawaii
19003,22409,269420,1817,3012,2635,55766,42691,13075,1988,16,13.44,11.76,20.7,15.85,9.56,Idaho
195535,234950,4362965,16193,28726,23571,747443,596975,150468,1988,17,12.23,10.03,17.13,13.68,8.28,Illinois
91525,112572,2001812,7626,13746,11051,333413,259079,74334,1988,18,12.21,9.82,16.66,12.94,8.33,Indiana
53840,65133,932019,4232,6774,6069,155274,109639,45635,1988,19,10.4,9.32,16.66,11.76,7.86,Iowa
50062,59839,822482,4388,7463,6215,140603,121210,19393,1988,20,12.47,10.39,17.09,14.74,8.77,Kansas
57929,69674,1098339,5397,9049,7548,195683,152530,43153,1988,21,12.99,10.83,17.82,13.89,9.32,Kentucky
66021,81014,1189444,7538,10316,10897,220698,207059,13639,1988,22,12.73,13.45,18.55,17.41,11.42,Louisiana
25973,29908,416043,2273,4559,3136,76469,53676,22793,1988,23,15.24,10.49,18.38,12.9,8.75,Maine
80062,97729,1747904,7031,14123,10216,334550,278116,56434,1988,24,14.45,10.45,19.14,15.91,8.78,Maryland
121866,143295,2822120,10111,19153,14675,476260,423416,52844,1988,25,13.37,10.24,16.88,15.0,8.3,Massachusetts
147056,179481,3198823,12242,22634,18251,515587,493885,21702,1988,26,12.61,10.17,16.12,15.44,8.32,Michigan
79644,95858,1708439,6743,11958,9734,290399,242998,47401,1988,27,12.47,10.15,17.0,14.22,8.47,Minnesota
39172,47199,701952,3910,6119,5713,123285,101932,21353,1988,28,12.96,12.1,17.56,14.52,9.98,Mississippi
93097,112966,1872065,8692,14881,12453,315744,284246,31498,1988,29,13.17,11.02,16.87,15.18,9.34,Missouri
19091,21928,205931,1864,2793,2689,37859,38864,-1005,1988,30,12.74,12.26,18.38,18.87,9.76,Montana
32932,38820,539913,2562,4338,3662,92144,68942,23202,1988,31,11.17,9.43,17.07,12.77,7.78,Nebraska
21155,24737,469616,2167,4311,3115,111952,88769,23183,1988,32,17.43,12.59,23.84,18.9,10.24,Nevada
26844,30468,467882,2616,4895,3534,90949,71048,19901,1988,33,16.07,11.6,19.44,15.19,9.75,New Hampshire
162771,187073,3178275,14412,25597,19992,558735,520508,38227,1988,34,13.68,10.69,17.58,16.38,8.85,New Jersey
26510,31391,397620,2904,4567,4208,79703,74866,4837,1988,35,14.55,13.41,20.05,18.83,10.95,New Mexico
352610,403294,6872280,33706,52930,45414,1170979,1112461,58518,1988,36,13.12,11.26,17.04,16.19,9.56,New York
115456,143297,2548193,10066,19987,14913,452592,338707,113885,1988,37,13.95,10.41,17.76,13.29,8.72,North Carolina
14633,16952,186501,1116,1873,1699,30123,24516,5607,1988,38,11.05,10.02,16.15,13.15,7.63,North Dakota
173355,219017,4007865,13886,26007,21145,674038,565644,108394,1988,39,11.87,9.65,16.82,14.11,8.01,Ohio
55486,66940,889152,6454,8771,9126,172246,158938,13308,1988,40,13.1,13.63,19.37,17.88,11.63,Oklahoma
58555,69209,931988,5837,9768,8302,189460,146784,42676,1988,41,14.11,12.0,20.33,15.75,9.97,Oregon
201481,245876,4382278,15922,29971,23115,723803,626032,97771,1988,42,12.19,9.4,16.52,14.29,7.9,Pennsylvania
21961,24429,404008,1875,3351,2606,67688,59758,7930,1988,44,13.72,10.67,16.75,14.79,8.54,Rhode Island
56654,69570,1197921,5264,9845,7532,235082,168430,66652,1988,45,14.15,10.83,19.62,14.06,9.29,South Carolina
15326,17493,201116,1178,1957,1713,33373,27401,5972,1988,46,11.19,9.79,16.59,13.62,7.69,South Dakota
80427,99346,1781346,7585,14148,11176,356554,277204,79350,1988,47,14.24,11.25,20.02,15.56,9.43,Tennessee
275464,351628,5513023,35738,50470,51352,1132053,1069757,62296,1988,48,14.35,14.6,20.53,19.4,12.97,Texas
26360,31840,513820,3009,4777,4373,107648,93222,14426,1988,49,15.0,13.73,20.95,18.14,11.42,Utah
15167,16899,211242,1271,2496,1744,37443,33015,4428,1988,50,14.77,10.32,17.73,15.63,8.38,Vermont
102468,128392,2209346,8980,18686,13193,416798,322665,94133,1988,51,14.55,10.28,18.87,14.6,8.76,Virginia
91515,109044,1518445,8673,16075,13000,315939,253099,62840,1988,53,14.74,11.92,20.81,16.67,9.48,Washington
28000,33504,465137,2384,4217,3463,77752,70716,7036,1988,54,12.59,10.34,16.72,15.2,8.51,West Virginia
89468,106439,1828002,6791,12002,9801,299187,221405,77782,1988,55,11.28,9.21,16.37,12.11,7.59,Wisconsin
11121,12784,123681,1051,1637,1601,23169,23694,-525,1988,56,12.81,12.52,18.73,19.16,9.45,Wyoming
63369,78414,1303017,6194,10530,8755,238253,167999,70254,1989,1,13.43,11.17,18.28,12.89,9.77,Alabama
10319,12300,145195,1036,1946,1532,32287,24337,7950,1989,2,15.82,12.46,22.24,16.76,10.04,Alaska
62717,77554,1230963,7697,12060,11061,256305,219559,36746,1989,4,15.55,14.26,20.82,17.84,12.27,Arizona
40533,47912,724379,3933,6025,5311,123011,101087,21924,1989,5,12.58,11.08,16.98,13.95,9.7,Arkansas
528215,643670,10801203,54447,94356,78203,2146287,1733795,412492,1989,6,14.66,12.15,19.87,16.05,10.31,California
70857,84793,1229787,8010,12111,11556,231159,202906,28253,1989,8,14.28,13.63,18.8,16.5,11.3,Colorado
72982,84511,1516546,6681,10732,9237,231477,250227,-18750,1989,9,12.7,10.93,15.26,16.5,9.15,Connecticut
13588,15920,305985,1062,2337,1566,52736,42538,10198,1989,10,14.68,9.84,17.23,13.9,7.82,Delaware
14498,17531,390546,1292,2243,1957,64943,55354,9589,1989,11,12.79,11.16,16.63,14.17,8.91,District of Columbia
258849,315495,4535623,30160,50891,41745,954570,768527,186043,1989,12,16.13,13.23,21.05,16.94,11.65,Florida
111732,140427,2493392,11568,20659,16831,489814,408041,81773,1989,13,14.71,11.99,19.64,16.36,10.35,Georgia
20944,25818,409046,1871,3324,2622,75190,50146,25044,1989,15,12.87,10.16,18.38,12.26,8.93,Hawaii
19397,22912,292418,1714,3003,2520,61316,38381,22935,1989,16,13.11,11.0,20.97,13.13,8.84,Idaho
198788,239816,4509534,16412,28931,24133,743362,602393,140969,1989,17,12.06,10.06,16.48,13.36,8.26,Illinois
93408,115390,2106843,7715,13615,10858,343044,243318,99726,1989,18,11.8,9.41,16.28,11.55,8.26,Indiana
54334,65922,990036,4208,6676,5908,162169,107225,54944,1989,19,10.13,8.96,16.38,10.83,7.74,Iowa
50231,60259,868257,4761,6985,6564,167315,116429,50886,1989,20,11.59,10.89,19.27,13.41,9.48,Kansas
59027,71264,1148109,5363,8999,7441,197588,147375,50213,1989,21,12.63,10.44,17.21,12.84,9.09,Kentucky
65234,80308,1219660,6992,9366,10099,223047,191914,31133,1989,22,11.66,12.58,18.29,15.74,10.72,Louisiana
26833,30958,435334,2555,4445,3412,79127,59482,19645,1989,23,14.36,11.02,18.18,13.66,9.52,Maine
82579,101086,1794408,7189,13789,10463,320688,274705,45983,1989,24,13.64,10.35,17.87,15.31,8.71,Maryland
123371,145886,2875261,11320,17966,15423,486061,435230,50831,1989,25,12.32,10.57,16.9,15.14,9.18,Massachusetts
151008,184963,3336708,12335,22934,17505,547559,414165,133394,1989,26,12.4,9.46,16.41,12.41,8.17,Michigan
81151,98019,1772415,6580,11693,9575,292292,225712,66580,1989,27,11.93,9.77,16.49,12.73,8.11,Minnesota
39505,47874,717764,3809,6087,5413,116466,101117,15349,1989,28,12.71,11.31,16.23,14.09,9.64,Mississippi
95091,115673,1938574,8586,14791,12159,332335,267488,64847,1989,29,12.79,10.51,17.14,13.8,9.03,Missouri
19125,21999,212650,1789,2627,2568,37270,30622,6648,1989,30,11.94,11.67,17.53,14.4,9.35,Montana
33259,39383,564621,2634,4358,3811,95849,71254,24595,1989,31,11.07,9.68,16.98,12.62,7.92,Nebraska
22339,26154,508387,2090,4431,3022,116219,77478,38741,1989,32,16.94,11.55,22.86,15.24,9.36,Nevada
27145,30958,472868,2991,4329,3855,77926,74200,3726,1989,33,13.98,12.45,16.48,15.69,11.02,New Hampshire
164968,190179,3247547,15340,24195,21154,567437,504692,62745,1989,34,12.72,11.12,17.47,15.54,9.3,New Jersey
26831,31942,405874,2804,4547,4018,76776,68276,8500,1989,35,14.24,12.58,18.92,16.82,10.45,New Mexico
356828,409418,6953085,34602,52572,46567,1118191,1037966,80225,1989,36,12.84,11.37,16.08,14.93,9.7,New York
118684,147369,2625141,10319,19291,15298,423225,350276,72949,1989,37,13.09,10.38,16.12,13.34,8.69,North Carolina
14707,17105,190353,1157,1747,1598,28551,24876,3675,1989,38,10.21,9.34,15.0,13.07,7.87,North Dakota
176448,223628,4160238,14197,25656,21183,682611,545410,137201,1989,39,11.47,9.47,16.41,13.11,8.05,Ohio
55596,67216,915657,5911,8577,8324,163831,138242,25589,1989,40,12.76,12.38,17.89,15.1,10.63,Oklahoma
60098,71249,977160,5597,9884,7868,193307,147134,46173,1989,41,13.87,11.04,19.78,15.06,9.31,Oregon
205979,251714,4499713,16100,28912,23196,696540,586035,110505,1989,42,11.49,9.22,15.48,13.02,7.82,Pennsylvania
22392,24985,402411,2099,3249,2726,63758,66298,-2540,1989,44,13.0,10.91,15.84,16.48,9.37,Rhode Island
57990,71419,1243030,5316,9473,7658,211022,163359,47663,1989,45,13.26,10.72,16.98,13.14,9.17,South Carolina
15538,17812,209349,1170,1942,1626,33314,24944,8370,1989,46,10.9,9.13,15.91,11.92,7.53,South Dakota
82200,102213,1830854,7720,13911,11091,322359,273177,49182,1989,47,13.61,10.85,17.61,14.92,9.39,Tennessee
275345,352352,5650433,32780,48432,47830,1114608,970290,144318,1989,48,13.75,13.57,19.73,17.17,11.91,Texas
26562,32189,543706,2887,4539,4205,116201,86027,30174,1989,49,14.1,13.06,21.37,15.82,10.87,Utah
15739,17573,220453,1406,2481,1822,35159,26004,9155,1989,50,14.12,10.37,15.95,11.8,8.93,Vermont
105559,133131,2296382,9672,18660,13966,401749,322769,78980,1989,51,14.02,10.49,17.49,14.06,9.16,Virginia
94030,112443,1628361,8852,16207,12856,333414,225133,108281,1989,53,14.41,11.43,20.48,13.83,9.41,Washington
28339,34032,474715,2468,3956,3449,74441,65738,8703,1989,54,11.62,10.13,15.68,13.85,8.71,West Virginia
91006,108785,1902274,6839,12110,9796,290867,214863,76004,1989,55,11.13,9.0,15.29,11.3,7.51,Wisconsin
11162,12838,126787,1027,1578,1527,22565,20191,2374,1989,56,12.29,11.89,17.8,15.93,9.2,Wyoming
64305,79776,1356147,6319,9986,8628,225819,175537,50282,1990,1,12.52,10.82,16.65,12.94,9.83,Alabama
10612,12664,158120,1047,1871,1504,35438,22841,12597,1990,2,14.77,11.88,22.41,14.45,9.87,Alaska
63628,78756,1256814,7471,11753,10564,245602,220112,25490,1990,4,14.92,13.41,19.54,17.51,11.74,Arizona
41360,48995,747870,3785,6163,5088,122728,97776,24952,1990,5,12.58,10.38,16.41,13.07,9.15,Arkansas
541644,660984,11262202,55117,94188,76972,2172358,1754353,418005,1990,6,14.25,11.65,19.29,15.58,10.18,California
72371,86577,1270684,7244,11992,10210,234479,194107,40372,1990,8,13.85,11.79,18.45,15.28,10.01,Colorado
72301,84185,1488364,7078,9310,9641,208275,236665,-28390,1990,9,11.06,11.45,13.99,15.9,9.79,Connecticut
14078,16538,315905,1156,2255,1651,48552,40461,8091,1990,10,13.64,9.98,15.37,12.81,8.21,Delaware
14270,17381,400390,1485,2007,2162,57942,55452,2490,1990,11,11.55,12.44,14.47,13.85,10.41,District of Columbia
265749,324743,4667814,31330,50885,41678,907405,797307,110098,1990,12,15.67,12.83,19.44,17.08,11.79,Florida
113388,143022,2553084,11878,19444,16853,455305,396499,58806,1990,13,13.6,11.78,17.83,15.53,10.48,Georgia
21582,26655,431219,1788,3415,2582,76417,52840,23577,1990,15,12.81,9.69,17.72,12.25,8.28,Hawaii
20477,24101,308020,1579,3404,2217,57840,42720,15120,1990,16,14.12,9.2,18.78,13.87,7.71,Idaho
202697,244895,4643195,16307,27988,22984,695991,583280,112711,1990,17,11.43,9.39,14.99,12.56,8.05,Illinois
95144,117944,2153144,7808,13302,10774,309298,265289,44009,1990,18,11.28,9.13,14.36,12.32,8.21,Indiana
55074,67049,1021934,4077,6659,5559,144672,112809,31863,1990,19,9.93,8.29,14.16,11.04,7.4,Iowa
50164,60336,893914,4737,6581,6520,137917,113502,24415,1990,20,10.91,10.81,15.43,12.7,9.44,Kansas
59909,72511,1189344,5477,8684,7443,191295,153947,37348,1990,21,11.98,10.26,16.08,12.94,9.14,Kentucky
65683,81042,1276661,6340,9578,8870,232962,175393,57569,1990,22,11.82,10.94,18.25,13.74,9.65,Louisiana
26367,30578,422027,2953,3482,3870,60368,73216,-12848,1990,23,11.39,12.66,14.3,17.35,11.2,Maine
84690,103927,1838386,7376,13300,10463,313551,270799,42752,1990,24,12.8,10.07,17.06,14.73,8.71,Maryland
120470,143629,2781435,12878,15100,17388,367228,475458,-108230,1990,25,10.51,12.11,13.2,17.09,10.69,Massachusetts
153829,188999,3390319,12891,21866,17879,515130,466871,48259,1990,26,11.57,9.46,15.19,13.77,8.38,Michigan
82883,100094,1827772,6529,11351,9292,277105,223977,53128,1990,27,11.34,9.28,15.16,12.25,7.88,Minnesota
39987,48503,738688,3900,5993,5371,116177,95961,20216,1990,28,12.36,11.07,15.73,12.99,9.75,Mississippi
96697,117574,1986255,8601,14029,12159,307784,260211,47573,1990,29,11.93,10.34,15.5,13.1,8.89,Missouri
19520,22429,223353,1562,2590,2178,38162,28052,10110,1990,30,11.55,9.71,17.09,12.56,8.0,Montana
33607,39877,588268,2534,4059,3569,87768,64181,23587,1990,31,10.18,8.95,14.92,10.91,7.54,Nebraska
23422,27459,547988,2280,4463,3166,115315,75149,40166,1990,32,16.25,11.53,21.04,13.71,9.73,Nevada
26181,30142,453260,3457,3650,4471,65334,84404,-19070,1990,33,12.11,14.83,14.41,18.62,13.2,New Hampshire
165007,191480,3256102,15780,22875,21574,518217,508638,9579,1990,34,11.95,11.27,15.92,15.62,9.56,New Jersey
27446,32601,421657,2620,4408,3764,76401,60959,15442,1990,35,13.52,11.55,18.12,14.46,9.55,New Mexico
356311,411407,6989618,35850,49146,47224,1041206,1011832,29374,1990,36,11.95,11.48,14.9,14.48,10.06,New York
121691,151375,2707567,10668,19010,15014,421577,341267,80310,1990,37,12.56,9.92,15.57,12.6,8.77,North Carolina
14735,17172,196523,1176,1645,1587,27784,21661,6123,1990,38,9.58,9.24,14.14,11.02,7.98,North Dakota
178212,226924,4248513,14628,24096,20818,606757,529494,77263,1990,39,10.62,9.17,14.28,12.46,8.21,Ohio
56252,67960,938993,5505,8363,7620,159415,137288,22127,1990,40,12.31,11.21,16.98,14.62,9.79,Oklahoma
61249,72670,1018365,5735,9477,8064,185461,143748,41713,1990,41,13.04,11.1,18.21,14.12,9.36,Oregon
209270,256450,4599499,16392,27512,22843,653819,566039,87780,1990,42,10.73,8.91,14.22,12.31,7.83,Pennsylvania
22153,24810,391527,2249,2737,2908,53272,64923,-11651,1990,44,11.03,11.72,13.61,16.58,10.15,Rhode Island
59397,73297,1294064,5565,9616,7755,218057,166648,51409,1990,45,13.12,10.58,16.85,12.88,9.37,South Carolina
15945,18280,219202,1198,2114,1657,35974,26136,9838,1990,46,11.56,9.06,16.41,11.92,7.51,South Dakota
83202,103833,1881051,8001,12754,11159,300115,246938,53177,1990,47,12.28,10.75,15.95,13.13,9.62,Tennessee
279668,358319,5876469,30186,48935,43017,1138911,918794,220117,1990,48,13.66,12.01,19.38,15.64,10.79,Texas
27104,32868,573494,2538,4326,3652,106950,78538,28412,1990,49,13.16,11.11,18.65,13.69,9.36,Utah
15757,17638,215452,1543,2047,1994,29735,34436,-4701,1990,50,11.61,11.31,13.8,15.98,9.79,Vermont
108042,136863,2353507,9985,17880,14158,384627,328780,55847,1990,51,13.06,10.34,16.34,13.97,9.24,Virginia
98047,117115,1719114,8582,16935,12285,330258,241205,89053,1990,53,14.46,10.49,19.21,14.03,8.75,Washington
28628,34490,491711,2570,3956,3511,77240,61445,15795,1990,54,11.47,10.18,15.71,12.5,8.98,West Virginia
92829,111217,1968295,6651,11655,9261,276204,212654,63550,1990,55,10.48,8.33,14.03,10.8,7.16,Wisconsin
11296,13002,133301,956,1551,1382,24549,18292,6257,1990,56,11.93,10.63,18.42,13.72,8.46,Wyoming
64055,80297,1347991,6313,9762,9169,208487,221975,-13488,1991,1,12.16,11.42,15.47,16.47,9.86,Alabama
10817,13085,160858,984,1909,1480,31589,30209,1380,1991,2,14.59,11.31,19.64,18.78,9.1,Alaska
64194,80199,1253393,7191,11928,10406,235617,238883,-3266,1991,4,14.87,12.98,18.8,19.06,11.2,Arizona
41212,49400,757377,3955,5968,5524,115925,112535,3390,1991,5,12.08,11.18,15.31,14.86,9.6,Arkansas
539337,666897,10818248,60250,92040,85368,1803618,2242409,-438791,1991,6,13.8,12.8,16.67,20.73,11.17,California
73801,88879,1290618,7132,12660,10251,226436,206393,20043,1991,8,14.24,11.53,17.54,15.99,9.66,Colorado
69636,82092,1429317,7473,8432,10432,202027,255819,-53792,1991,9,10.27,12.71,14.13,17.9,10.73,Connecticut
14221,16988,316280,1249,2297,1843,47097,46874,223,1991,10,13.52,10.85,14.89,14.82,8.78,Delaware
14204,17334,383835,1291,2139,2160,48680,70085,-21405,1991,11,12.34,12.46,12.68,18.26,9.09,District of Columbia
265272,327302,4582378,33264,49165,46307,851745,937349,-85604,1991,12,15.02,14.15,18.59,20.46,12.54,Florida
112787,143856,2459979,12389,19191,18206,402362,495872,-93510,1991,13,13.34,12.66,16.36,20.16,10.98,Georgia
21892,27454,434700,1920,3608,2792,74881,70729,4152,1991,15,13.14,10.17,17.23,16.27,8.77,Hawaii
20804,24682,311936,1729,3133,2521,56190,51643,4547,1991,16,12.69,10.21,18.01,16.56,8.31,Idaho
202501,247292,4582460,17698,27961,25364,655310,716324,-61014,1991,17,11.31,10.26,14.3,15.63,8.74,Illinois
95178,119467,2105637,8276,13335,11679,287353,327030,-39677,1991,18,11.16,9.78,13.65,15.53,8.7,Indiana
55168,67994,1028287,4048,6770,5735,137393,131246,6147,1991,19,9.96,8.43,13.36,12.76,7.34,Iowa
49769,60571,889895,4651,6992,6667,135432,139025,-3593,1991,20,11.54,11.01,15.22,15.62,9.35,Kansas
59478,73177,1187457,5728,8556,7820,179908,182833,-2925,1991,21,11.69,10.69,15.15,15.4,9.63,Kentucky
65682,82048,1300778,6181,9872,8786,228483,207256,21227,1991,22,12.03,10.71,17.57,15.93,9.41,Louisiana
25558,30078,399912,2724,3351,3829,51131,73172,-22041,1991,23,11.14,12.73,12.79,18.3,10.66,Maine
83726,104170,1733956,8508,12678,12345,248163,353325,-105162,1991,24,12.17,11.85,14.31,20.38,10.16,Maryland
115010,139412,2584880,12702,14453,18521,320978,520334,-199356,1991,25,10.37,13.29,12.42,20.13,11.04,Massachusetts
153732,190655,3249268,13651,21239,19373,432228,590199,-157971,1991,26,11.14,10.16,13.3,18.16,8.88,Michigan
83465,101962,1801164,6901,11939,9895,262066,284395,-22329,1991,27,11.71,9.7,14.55,15.79,8.27,Minnesota
39801,48808,741054,3890,5914,5551,113809,112226,1583,1991,28,12.12,11.37,15.36,15.14,9.77,Mississippi
96032,118296,1940958,9242,14109,13207,279589,312400,-32811,1991,29,11.93,11.16,14.4,16.1,9.62,Missouri
19654,22802,224802,1638,2693,2270,36581,34278,2303,1991,30,11.81,9.96,16.27,15.25,8.33,Montana
33621,40438,589058,2607,4286,3665,83596,80554,3042,1991,31,10.6,9.06,14.19,13.68,7.75,Nebraska
24139,28666,538902,2382,4613,3378,96062,95761,301,1991,32,16.09,11.78,17.83,17.77,9.87,Nevada
24945,29187,427489,3148,3445,4348,55850,89354,-33504,1991,33,11.8,14.9,13.06,20.9,12.62,New Hampshire
160722,188249,3078968,16890,21265,24281,443086,605977,-162891,1991,34,11.3,12.9,14.39,19.68,10.51,New Jersey
27687,33188,428748,2699,4559,3923,80816,74969,5847,1991,35,13.74,11.82,18.85,17.49,9.75,New Mexico
349469,408009,6665889,37304,47335,50340,913289,1247156,-333867,1991,36,11.6,12.34,13.7,18.71,10.67,New York
120586,151911,2603345,12025,17960,17230,351412,449673,-98261,1991,37,11.82,11.34,13.5,17.27,9.97,North Carolina
14619,17246,200086,1152,1755,1653,30756,26814,3942,1991,38,10.18,9.58,15.37,13.4,7.88,North Dakota
177504,228395,4137627,15118,23785,22071,535959,675517,-139558,1991,39,10.41,9.66,12.95,16.33,8.52,Ohio
56717,69042,950808,5289,8674,7494,156430,141802,14628,1991,40,12.56,10.85,16.45,14.91,9.33,Oklahoma
61682,74127,1023178,5894,9950,8412,176728,172462,4266,1991,41,13.42,11.35,17.27,16.86,9.56,Oregon
207581,256926,4503315,17737,26030,25238,596037,699716,-103679,1991,42,10.13,9.82,13.24,15.54,8.54,Pennsylvania
21255,23971,364931,2302,2442,3258,49862,76537,-26675,1991,44,10.19,13.59,13.66,20.97,10.83,Rhode Island
59463,74366,1264615,5855,9616,8468,189424,221406,-31982,1991,45,12.93,11.39,14.98,17.51,9.85,South Carolina
16103,18721,229861,1206,2133,1666,40293,28697,11596,1991,46,11.39,8.9,17.53,12.48,7.49,South Dakota
82628,104574,1847375,8274,12734,11834,277712,313071,-35359,1991,47,12.18,11.32,15.03,16.95,10.01,Tennessee
281329,363987,5933636,29987,49929,43798,1104830,1044578,60252,1991,48,13.72,12.03,18.62,17.6,10.66,Texas
27725,33862,586344,2517,4717,3678,105124,92513,12611,1991,49,13.93,10.86,17.93,15.78,9.08,Utah
15394,17423,204656,1536,1859,2071,26641,37249,-10608,1991,50,10.67,11.89,13.02,18.2,9.98,Vermont
106469,136843,2250487,11174,16602,16462,328002,426887,-98885,1991,51,12.13,12.03,14.57,18.97,10.5,Virginia
99835,120666,1736771,9107,17005,13339,307463,290108,17355,1991,53,14.09,11.05,17.7,16.7,9.12,Washington
28507,34756,487539,2468,3896,3582,70490,73336,-2846,1991,54,11.21,10.31,14.46,15.04,8.66,West Virginia
93014,112951,1950100,7066,11946,10049,253819,271033,-17214,1991,55,10.58,8.9,13.02,13.9,7.6,Wisconsin
